amp_window,score_window,diff_order,smooth,preproc,quantile,threshold,precision,recall,f1,TP,FP,FN,pred_count
9,21,0,0,none,0.94,1.3320052080065634,0.13793103448275862,0.36363636363636365,0.2,4,25,7,29
9,41,1,3,zscore,0.9,1.2135500925580056,0.12244897959183673,0.5454545454545454,0.2,6,43,5,49
9,41,0,5,none,0.9,1.154991312437478,0.12244897959183673,0.5454545454545454,0.2,6,43,5,49
7,51,0,3,none,0.9,1.3236137002939925,0.12244897959183673,0.5454545454545454,0.2,6,43,5,49
9,27,0,5,amplify,0.94,1.5372963933193677,0.13793103448275862,0.36363636363636365,0.2,4,25,7,29
9,27,1,0,none,0.9,1.1970460218039238,0.12244897959183673,0.5454545454545454,0.2,6,43,5,49
11,21,0,5,amplify,0.94,1.3924324364024872,0.13793103448275862,0.36363636363636365,0.2,4,25,7,29
7,27,1,3,amplify,0.94,1.599785245108698,0.13793103448275862,0.36363636363636365,0.2,4,25,7,29
7,27,1,5,amplify,0.9,1.046684446176438,0.12244897959183673,0.5454545454545454,0.2,6,43,5,49
7,31,1,5,none,0.94,1.504446284850799,0.13793103448275862,0.36363636363636365,0.2,4,25,7,29
7,21,1,0,amplify,0.94,1.920021803153202,0.13793103448275862,0.36363636363636365,0.2,4,25,7,29
13,51,1,3,zscore,0.9,1.0563671727172892,0.12244897959183673,0.5454545454545454,0.2,6,43,5,49
9,27,1,3,amplify,0.94,1.5706915086499231,0.13793103448275862,0.36363636363636365,0.2,4,25,7,29
9,27,1,3,amplify,0.9,1.15194985200275,0.12244897959183673,0.5454545454545454,0.2,6,43,5,49
7,27,1,5,amplify,0.94,1.535232965223766,0.13793103448275862,0.36363636363636365,0.2,4,25,7,29
9,27,1,0,zscore,0.9,1.165109140671497,0.12244897959183673,0.5454545454545454,0.2,6,43,5,49
11,31,1,5,none,0.9,1.2270367539894733,0.12244897959183673,0.5454545454545454,0.2,6,43,5,49
11,51,0,5,none,0.9,1.0706067239912,0.12244897959183673,0.5454545454545454,0.2,6,43,5,49
13,31,1,3,none,0.94,1.8114908917070083,0.13793103448275862,0.36363636363636365,0.2,4,25,7,29
11,27,1,5,amplify,0.9,1.0703903817709375,0.12244897959183673,0.5454545454545454,0.2,6,43,5,49
11,27,1,5,zscore,0.94,1.5636293758742006,0.13793103448275862,0.36363636363636365,0.2,4,25,7,29
7,31,0,5,none,0.94,1.6417977249953177,0.13793103448275862,0.36363636363636365,0.2,4,25,7,29
11,27,0,5,amplify,0.94,1.4919080402404417,0.13793103448275862,0.36363636363636365,0.2,4,25,7,29
7,31,0,5,amplify,0.94,1.535494451093701,0.13793103448275862,0.36363636363636365,0.2,4,25,7,29
11,27,1,0,none,0.9,1.2206656944609615,0.12244897959183673,0.5454545454545454,0.2,6,43,5,49
11,27,1,0,amplify,0.94,2.3262895147186247,0.13793103448275862,0.36363636363636365,0.2,4,25,7,29
7,31,0,5,none,0.9,1.1736665569981601,0.12244897959183673,0.5454545454545454,0.2,6,43,5,49
13,31,1,5,amplify,0.94,1.3913810822418995,0.13793103448275862,0.36363636363636365,0.2,4,25,7,29
9,27,1,0,amplify,0.94,2.1423703581085163,0.13793103448275862,0.36363636363636365,0.2,4,25,7,29
9,27,1,3,zscore,0.9,1.1939587902412483,0.12244897959183673,0.5454545454545454,0.2,6,43,5,49
11,21,1,0,zscore,0.94,1.4453582344574811,0.13793103448275862,0.36363636363636365,0.2,4,25,7,29
11,21,0,5,zscore,0.9,0.32506466273826734,0.12244897959183673,0.5454545454545454,0.2,6,43,5,49
11,21,1,0,none,0.94,1.4788185490146373,0.13793103448275862,0.36363636363636365,0.2,4,25,7,29
11,21,0,5,none,0.94,1.2815099936938634,0.13793103448275862,0.36363636363636365,0.2,4,25,7,29
7,31,1,3,amplify,0.9,1.1929841808973733,0.12244897959183673,0.5454545454545454,0.2,6,43,5,49
11,31,1,5,zscore,0.9,1.119065938537314,0.12244897959183673,0.5454545454545454,0.2,6,43,5,49
13,41,0,5,none,0.9,1.1309469464891717,0.12244897959183673,0.5454545454545454,0.2,6,43,5,49
9,31,0,5,none,0.94,1.5733517903631342,0.13793103448275862,0.36363636363636365,0.2,4,25,7,29
9,31,0,5,none,0.9,1.1790151929707067,0.12244897959183673,0.5454545454545454,0.2,6,43,5,49
9,41,0,3,amplify,0.9,1.4763088294365634,0.12244897959183673,0.5454545454545454,0.2,6,43,5,49
7,51,0,3,amplify,0.9,1.3831512198280662,0.12244897959183673,0.5454545454545454,0.2,6,43,5,49
11,51,0,5,amplify,0.9,1.249286138716306,0.12244897959183673,0.5454545454545454,0.2,6,43,5,49
7,51,1,0,amplify,0.9,1.328989422556214,0.12244897959183673,0.5454545454545454,0.2,6,43,5,49
7,51,0,5,none,0.9,1.0185598549690307,0.12244897959183673,0.5454545454545454,0.2,6,43,5,49
7,51,0,5,amplify,0.9,1.1528383303948442,0.12244897959183673,0.5454545454545454,0.2,6,43,5,49
9,31,1,5,none,0.9,1.2455573897916317,0.12244897959183673,0.5454545454545454,0.2,6,43,5,49
9,31,1,3,none,0.9,1.241678571497035,0.12244897959183673,0.5454545454545454,0.2,6,43,5,49
13,27,1,5,zscore,0.9,1.1092129959857566,0.12244897959183673,0.5454545454545454,0.2,6,43,5,49
7,21,0,3,zscore,0.9,0.5382762403781027,0.12244897959183673,0.5454545454545454,0.2,6,43,5,49
7,21,0,0,none,0.94,1.3495106459915895,0.13793103448275862,0.36363636363636365,0.2,4,25,7,29
11,27,1,3,zscore,0.92,1.379458147900389,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
7,21,0,0,none,0.92,1.1635493054728128,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
7,21,0,0,amplify,0.92,1.2686294818019308,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
11,27,1,3,amplify,0.92,1.3308446247190073,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
7,27,0,0,amplify,0.92,1.4223493545788468,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
7,51,0,5,amplify,0.92,1.3944748632352686,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
7,51,1,0,amplify,0.92,1.5573556393937424,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
11,51,0,5,amplify,0.92,1.427432120394127,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
9,31,0,5,none,0.92,1.284835675729925,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
13,31,1,3,none,0.92,1.562295242243173,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
13,21,0,3,amplify,0.92,1.3619179382556834,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
7,27,0,3,none,0.92,1.4466059696442686,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
9,31,0,3,amplify,0.92,1.538613011544738,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
9,31,0,3,none,0.92,1.3136705985634438,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
9,21,0,0,none,0.92,1.2452027329133053,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
7,27,0,3,amplify,0.92,1.480966841642045,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
13,51,1,0,amplify,0.92,1.8795082748605225,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
13,21,1,0,none,0.92,1.2195107016936797,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
13,51,0,5,amplify,0.92,1.581638690981519,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
11,51,1,0,amplify,0.92,1.6993179640209477,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
9,51,0,5,amplify,0.92,1.3752484417958994,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
13,21,1,0,zscore,0.92,1.3222383174497627,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
13,31,1,0,zscore,0.92,1.4226940872235498,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
9,27,1,5,zscore,0.92,1.2587873659571323,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
9,51,1,0,amplify,0.92,1.6745433593149923,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
9,21,0,3,none,0.92,1.1575675834106751,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
11,41,1,0,amplify,0.92,1.7935892870631356,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
13,21,1,3,amplify,0.92,1.1609339257362095,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
13,21,1,3,zscore,0.92,1.3611127440312196,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
7,27,1,3,none,0.92,1.3213512524912812,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
13,41,1,0,amplify,0.92,1.9339187017322568,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
7,27,1,3,amplify,0.92,1.3835200395762248,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
13,51,0,5,none,0.92,1.3576808672558054,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
11,21,0,3,none,0.92,1.1826597290016039,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
9,27,1,3,zscore,0.92,1.3382724425986299,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
7,21,1,3,zscore,0.92,1.2186415051584791,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
9,31,1,0,none,0.92,1.4651678141506674,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
11,21,0,3,amplify,0.92,1.3018480403391999,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
9,27,1,3,none,0.92,1.4125800631246153,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
13,27,0,3,none,0.92,1.302041449115152,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
9,27,1,3,amplify,0.92,1.3637951771999361,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
7,27,1,3,zscore,0.92,1.3370103226434118,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
11,21,1,0,none,0.92,1.2337673427327562,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
9,27,1,0,zscore,0.92,1.370356511741845,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
7,27,1,5,zscore,0.92,1.2460941559265988,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
7,31,1,3,amplify,0.92,1.392188031610533,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
13,31,0,3,amplify,0.92,1.527453206003087,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
13,27,0,3,amplify,0.92,1.507884606236294,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
9,27,1,0,none,0.92,1.4039481346441023,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
11,21,1,3,zscore,0.92,1.3440871510583279,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
7,31,1,5,zscore,0.92,1.3365849791223192,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
7,21,1,0,none,0.92,1.1237818005879985,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
7,21,1,0,zscore,0.92,1.1152707648843017,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
9,21,0,3,amplify,0.92,1.3222500469141107,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
11,31,1,3,none,0.92,1.5124712622131613,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
9,27,0,3,amplify,0.92,1.417700142589076,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
9,27,0,3,none,0.92,1.3041198511706362,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
13,31,1,5,none,0.92,1.3658063635768927,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
11,31,1,0,zscore,0.92,1.3682546136355198,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
13,27,1,0,none,0.92,1.3374597467524572,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
13,27,1,0,zscore,0.92,1.3552173868410584,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
7,31,1,0,amplify,0.92,1.57594163175498,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
11,31,1,0,amplify,0.92,1.801042836366615,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
11,27,0,3,none,0.92,1.2874973833675674,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
7,31,0,3,none,0.92,1.5057345288034947,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
7,31,1,3,none,0.92,1.430986399445135,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
9,31,0,5,amplify,0.92,1.3013817196263175,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
13,21,0,3,none,0.92,1.2075240908655362,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
9,31,1,0,amplify,0.92,1.7086403214495562,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
11,31,0,5,none,0.92,1.2334559476141373,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
13,31,0,3,none,0.92,1.4103243129150516,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
11,27,0,3,amplify,0.92,1.4551190120846962,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
11,31,0,3,amplify,0.92,1.5453752833948604,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
11,31,0,3,none,0.92,1.2702129236735924,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
7,31,0,5,none,0.92,1.3388282910842422,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
7,31,0,5,amplify,0.92,1.369872114356538,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
13,27,1,3,none,0.92,1.4831529515935657,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
11,27,1,0,zscore,0.92,1.2964068648669667,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
9,21,1,0,zscore,0.92,1.2397895480362775,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
7,31,0,3,amplify,0.92,1.5324446050770353,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
11,27,1,0,none,0.92,1.3152093902277977,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
11,27,1,5,zscore,0.92,1.2594115970321615,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
11,27,1,3,none,0.92,1.4566330988006488,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
9,31,1,3,none,0.92,1.46700507498793,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
9,31,1,5,none,0.92,1.3613651689295383,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
7,21,0,3,amplify,0.92,1.3957867706792428,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
7,21,0,3,none,0.92,1.3312156590128275,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
9,21,1,3,zscore,0.92,1.287310205727514,0.1282051282051282,0.45454545454545453,0.19999999999999996,5,34,6,39
9,21,1,3,zscore,0.96,1.7507111961650421,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
7,21,1,5,zscore,0.96,1.7377259791846138,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
9,21,1,3,none,0.96,1.7364518092433354,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
7,27,1,3,none,0.96,1.9914358645500065,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
13,21,0,0,none,0.96,1.6329097391178278,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
13,27,1,3,zscore,0.96,1.9124680652422712,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
9,31,1,3,none,0.96,2.05733987067585,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
7,21,1,3,zscore,0.96,1.7528178268865304,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
13,21,0,0,amplify,0.96,1.6060794678524606,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
9,21,1,5,zscore,0.96,1.7549813066964293,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
13,27,1,3,none,0.96,1.9306802785429868,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
11,21,1,3,zscore,0.96,1.751047893692753,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
11,21,1,3,none,0.96,1.8136301336896272,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
11,21,1,0,none,0.96,2.0511616050109787,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
11,21,1,3,amplify,0.96,1.639349640810755,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
11,31,1,3,none,0.96,2.056195076004242,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
11,21,1,5,zscore,0.96,1.744464964753313,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
13,31,1,3,none,0.96,2.0519991110238855,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
7,31,1,3,none,0.96,2.064964656851796,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
11,21,1,0,amplify,0.96,2.684983620065092,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
13,21,1,3,amplify,0.96,1.8460873140293703,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
13,21,1,3,zscore,0.96,1.81443941007867,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
13,21,1,3,none,0.96,1.7802654476098965,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
13,21,1,0,amplify,0.96,2.668001825905858,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
9,27,1,3,amplify,0.96,1.9309676770969493,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
13,21,1,5,zscore,0.96,1.7748513576239606,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
13,21,1,5,none,0.96,1.8596309620099332,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
9,27,1,3,zscore,0.96,1.9730081734600802,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
7,21,1,3,none,0.96,1.7507817270496866,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
11,21,0,0,none,0.96,1.5413013568306637,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
9,21,0,0,none,0.96,1.5146633020946183,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
11,21,0,0,amplify,0.96,1.5436688379718546,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
9,27,1,3,none,0.96,2.019685752227621,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
7,21,1,3,amplify,0.96,1.649280797114881,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
7,21,1,0,amplify,0.96,2.455098124913078,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
11,27,1,3,amplify,0.96,1.816971123688696,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
11,27,1,3,none,0.96,1.9833301378876282,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
9,21,1,3,amplify,0.96,1.6758762711622026,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
9,21,1,0,amplify,0.96,2.4707585857850343,0.15,0.2727272727272727,0.19354838709677416,3,17,8,20
9,21,0,0,none,0.98,1.7768689656518664,0.2,0.18181818181818182,0.1904761904761905,2,8,9,10
7,21,0,0,none,0.98,1.8606201254135089,0.2,0.18181818181818182,0.1904761904761905,2,8,9,10
7,21,1,0,amplify,0.98,2.8236604154527685,0.2,0.18181818181818182,0.1904761904761905,2,8,9,10
7,27,0,0,amplify,0.98,2.0842880312385956,0.2,0.18181818181818182,0.1904761904761905,2,8,9,10
13,31,1,0,none,0.98,4.2073814071466265,0.2,0.18181818181818182,0.1904761904761905,2,8,9,10
9,21,0,0,amplify,0.98,1.9071159535858921,0.2,0.18181818181818182,0.1904761904761905,2,8,9,10
13,21,0,0,none,0.98,2.054562817400109,0.2,0.18181818181818182,0.1904761904761905,2,8,9,10
11,21,0,0,amplify,0.98,1.959259065096963,0.2,0.18181818181818182,0.1904761904761905,2,8,9,10
11,21,0,0,none,0.98,1.8659430321794646,0.2,0.18181818181818182,0.1904761904761905,2,8,9,10
13,21,1,0,amplify,0.98,3.277237718568451,0.2,0.18181818181818182,0.1904761904761905,2,8,9,10
13,21,1,0,none,0.98,3.2639081952313247,0.2,0.18181818181818182,0.1904761904761905,2,8,9,10
9,21,1,0,amplify,0.98,2.9262777548957035,0.2,0.18181818181818182,0.1904761904761905,2,8,9,10
11,27,1,0,none,0.98,3.6215390224881405,0.2,0.18181818181818182,0.1904761904761905,2,8,9,10
13,21,0,0,amplify,0.98,1.8587844565805172,0.2,0.18181818181818182,0.1904761904761905,2,8,9,10
13,27,1,0,none,0.98,3.856718014365656,0.2,0.18181818181818182,0.1904761904761905,2,8,9,10
9,27,0,0,amplify,0.98,2.206781910129557,0.2,0.18181818181818182,0.1904761904761905,2,8,9,10
11,21,1,0,amplify,0.98,3.100420120338396,0.2,0.18181818181818182,0.1904761904761905,2,8,9,10
7,21,1,0,none,0.98,2.8173739446386774,0.2,0.18181818181818182,0.1904761904761905,2,8,9,10
11,21,1,0,none,0.98,3.160327740568003,0.2,0.18181818181818182,0.1904761904761905,2,8,9,10
7,27,0,0,none,0.98,2.014344600126063,0.2,0.18181818181818182,0.1904761904761905,2,8,9,10
13,27,1,0,amplify,0.98,3.532384775319129,0.2,0.18181818181818182,0.1904761904761905,2,8,9,10
9,21,1,0,none,0.98,2.8988127953973404,0.2,0.18181818181818182,0.1904761904761905,2,8,9,10
7,21,0,0,amplify,0.98,1.8303413838924827,0.2,0.18181818181818182,0.1904761904761905,2,8,9,10
13,31,0,0,none,0.85,0.8649208572636905,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
9,27,0,0,none,0.85,0.9130070551631103,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
11,51,1,5,zscore,0.85,0.714547271014796,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
13,51,1,5,zscore,0.85,0.7271627204705082,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
11,31,0,0,amplify,0.85,0.9256163972196125,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
13,27,0,0,amplify,0.85,0.864557691124433,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
11,31,1,5,none,0.85,0.9275293696698154,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
11,31,1,5,amplify,0.85,0.8519760428823122,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
7,31,0,0,amplify,0.85,0.9601384120287526,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
9,41,1,0,amplify,0.85,0.9064111317988353,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
9,41,1,0,none,0.85,0.7824534121227109,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
11,51,1,0,zscore,0.85,0.6644502903948775,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
13,41,0,3,amplify,0.85,1.0207881202089923,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
7,31,1,5,zscore,0.85,0.8229452782923945,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
7,27,0,0,none,0.85,1.0176855664505429,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
11,27,0,0,none,0.85,0.9169811796351748,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
7,51,1,0,none,0.85,0.7681723282764854,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
13,31,1,5,none,0.85,0.8121366121590716,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
7,27,0,0,amplify,0.85,0.950631259991574,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
13,41,0,3,none,0.85,0.8178445022509067,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
9,27,0,5,zscore,0.85,0.2538795839304099,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
9,21,0,3,zscore,0.85,0.28590553287999526,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
11,51,1,0,none,0.85,0.6674159118453105,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
9,31,1,0,none,0.85,0.7858132132273496,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
13,51,0,3,amplify,0.85,1.007687523734651,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
9,31,1,5,amplify,0.85,0.821884130912411,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
11,31,0,0,none,0.85,0.9517949953183601,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
7,31,1,0,none,0.85,0.7833575941668764,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
13,27,1,5,none,0.85,0.7950376482569013,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
7,31,1,0,zscore,0.85,0.8477374029934758,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
11,27,0,0,amplify,0.85,0.9644054976605837,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
9,27,0,0,amplify,0.85,1.0266171582869739,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
13,41,1,0,amplify,0.85,0.9892578242931206,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
13,41,1,0,zscore,0.85,0.8025774793898712,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
9,41,0,3,none,0.85,0.8683739503568804,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
7,51,1,0,zscore,0.85,0.7644198458565039,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
9,31,1,5,zscore,0.85,0.7881328935523076,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
13,31,1,5,amplify,0.85,0.8104809420981454,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
11,51,0,3,none,0.85,0.7926790674238179,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
9,31,0,0,none,0.85,0.9586655194405672,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
9,31,0,0,amplify,0.85,0.9888797713027883,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
9,51,1,5,zscore,0.85,0.6890851477903267,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
11,41,1,0,none,0.85,0.7005179984765955,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
11,41,1,0,zscore,0.85,0.7256145603426726,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
7,31,0,0,none,0.85,1.0401173205112002,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
9,41,1,0,zscore,0.85,0.8099399908424216,0.1095890410958904,0.7272727272727273,0.19047619047619047,8,65,3,73
