amp_window,score_window,diff_order,smooth,preproc,quantile,threshold,precision,recall,f1,TP,FP,FN,pred_count
9,41,1,3,amplify,0.96,2.1607467802786915,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
9,51,1,0,none,0.96,2.0730371838126525,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
7,41,1,0,amplify,0.96,2.424836108312343,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
13,21,0,3,zscore,0.96,0.7697096633800644,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
7,41,1,3,none,0.96,2.16870929551656,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
9,31,0,0,none,0.96,1.8999480018286101,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
13,21,0,3,none,0.96,1.679806576790378,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
9,41,1,5,amplify,0.96,1.8418349479752922,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
9,41,1,5,zscore,0.96,1.9441720300508523,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
7,51,1,5,none,0.96,1.9172801737088772,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
13,27,0,3,amplify,0.96,2.0369976080653243,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
13,31,0,3,amplify,0.96,2.2261033735549445,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
9,51,1,3,zscore,0.96,2.1271677487532554,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
13,41,1,0,zscore,0.96,2.1248335074037286,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
9,51,1,5,none,0.96,1.9751165548952818,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
13,27,0,3,none,0.96,1.8898239818433529,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
9,41,1,3,zscore,0.96,2.0615374668781055,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
11,51,1,3,none,0.96,2.296719371100512,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
9,27,0,3,amplify,0.96,1.959606049721399,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
9,27,0,3,none,0.96,1.8664199177374068,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
11,27,0,3,amplify,0.96,1.938990031960883,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
9,41,1,5,none,0.96,1.873923316010127,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
13,21,0,5,zscore,0.96,0.5913503941453866,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
7,51,1,0,zscore,0.96,2.025566780493786,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
11,51,0,3,none,0.96,1.8881106244267125,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
11,41,1,3,zscore,0.96,2.089953465671221,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
9,41,1,0,none,0.96,2.1458143376987326,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
11,41,1,3,none,0.96,2.1144303906223207,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
7,51,0,3,none,0.96,2.120111443168,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
13,41,1,0,none,0.96,2.183219962148384,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
11,51,0,5,amplify,0.96,1.9919542322983999,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
7,27,0,3,none,0.96,1.9562094581890894,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
11,41,1,0,none,0.96,2.1057129791309728,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
9,41,1,3,none,0.96,2.0873647482853954,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
9,51,1,5,amplify,0.96,1.927205496791324,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
9,41,1,0,zscore,0.96,2.010756594556133,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
11,41,1,0,zscore,0.96,2.0494810011883775,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
11,27,0,3,zscore,0.96,0.7838595178894057,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
11,41,0,3,amplify,0.96,2.1724367516103644,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
7,31,0,3,amplify,0.96,2.1131641463827697,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
9,51,0,0,none,0.96,2.309024703277324,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
7,27,0,3,amplify,0.96,1.993816538055244,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
7,27,0,3,zscore,0.96,1.0018230753634825,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
13,41,1,5,none,0.96,1.9328683341782549,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
9,51,1,3,none,0.96,2.2893655714008427,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
9,21,0,3,zscore,0.96,0.8090232552924816,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
11,31,0,0,none,0.96,2.0327235869552576,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
13,41,1,3,none,0.96,2.0867035211021494,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
13,41,1,3,zscore,0.96,2.191884245681255,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
7,51,1,3,none,0.96,2.2169238291651974,0.25,0.45454545454545453,0.3225806451612903,5,15,6,20
13,51,0,0,amplify,0.92,1.4611407561469714,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
13,51,0,5,zscore,0.92,0.3523269936346192,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
13,31,0,5,zscore,0.92,0.3235211345305347,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
7,41,0,0,amplify,0.92,1.6896565381203354,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
9,51,0,0,amplify,0.92,1.4829503904048136,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
13,51,0,0,none,0.92,1.231938909444846,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
13,41,0,0,none,0.92,1.6849293376074375,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
11,51,0,0,none,0.92,1.345461849761924,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
11,41,1,5,amplify,0.92,1.27539255831475,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
11,51,0,0,amplify,0.92,1.507413999373031,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
13,41,1,5,none,0.92,1.3476468919836817,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
11,51,0,5,zscore,0.92,0.38040938099079924,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
9,41,0,0,none,0.92,1.5636894898749862,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
11,41,1,5,none,0.92,1.3667375395571602,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
11,41,0,0,amplify,0.92,1.5902076818481148,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
7,41,0,0,none,0.92,1.5951837017137045,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
9,51,0,0,none,0.92,1.2662106688430426,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
7,41,0,3,zscore,0.92,0.7371235386903043,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
13,41,1,5,amplify,0.92,1.2989383524257383,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
13,21,0,3,zscore,0.92,0.467055728999765,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
9,41,1,5,amplify,0.92,1.3125731719182538,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
9,41,1,5,none,0.92,1.2602792605898196,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
7,51,0,0,none,0.92,1.4484951771188492,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
13,51,1,5,none,0.92,1.3250334966650388,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
13,27,0,3,zscore,0.92,0.44668025205464573,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
9,41,0,0,amplify,0.92,1.6637487740601278,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
9,51,1,5,none,0.92,1.302079439827548,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
7,51,0,3,zscore,0.92,0.7221151128505667,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
9,27,0,3,zscore,0.92,0.564824603849593,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
13,41,0,0,amplify,0.92,1.4883253415773672,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
7,51,0,0,amplify,0.92,1.5713529838404101,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
9,31,0,3,zscore,0.92,0.5293775060987647,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
11,27,0,3,zscore,0.92,0.4659730833620719,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
11,51,1,5,none,0.92,1.3120504929326247,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
11,41,0,0,none,0.92,1.7056316125717947,0.20512820512820512,0.7272727272727273,0.32,8,31,3,39
13,51,0,0,zscore,0.88,0.12170887177069671,0.1896551724137931,1.0,0.3188405797101449,11,47,0,58
13,31,0,0,zscore,0.88,0.07178832625500693,0.1896551724137931,1.0,0.3188405797101449,11,47,0,58
9,41,0,0,zscore,0.88,0.07112531673097355,0.1896551724137931,1.0,0.3188405797101449,11,47,0,58
11,51,0,0,zscore,0.88,0.10306329635474547,0.1896551724137931,1.0,0.3188405797101449,11,47,0,58
9,27,0,0,zscore,0.88,0.05616722384564692,0.1896551724137931,1.0,0.3188405797101449,11,47,0,58
7,31,0,0,zscore,0.88,0.046778628711056924,0.1896551724137931,1.0,0.3188405797101449,11,47,0,58
9,31,0,0,zscore,0.88,0.05619952866491651,0.1896551724137931,1.0,0.3188405797101449,11,47,0,58
7,27,0,0,zscore,0.88,0.045469998006205166,0.1896551724137931,1.0,0.3188405797101449,11,47,0,58
9,21,0,0,zscore,0.88,0.05241094213554999,0.1896551724137931,1.0,0.3188405797101449,11,47,0,58
9,51,0,0,zscore,0.88,0.07860470461380036,0.1896551724137931,1.0,0.3188405797101449,11,47,0,58
13,21,0,0,zscore,0.88,0.06067386803891562,0.1896551724137931,1.0,0.3188405797101449,11,47,0,58
7,51,0,0,zscore,0.88,0.06713544589684763,0.1896551724137931,1.0,0.3188405797101449,11,47,0,58
13,27,0,0,zscore,0.88,0.0689492200396746,0.1896551724137931,1.0,0.3188405797101449,11,47,0,58
13,41,0,0,zscore,0.88,0.08447578954641279,0.1896551724137931,1.0,0.3188405797101449,11,47,0,58
11,27,0,0,zscore,0.88,0.06857001463946198,0.1896551724137931,1.0,0.3188405797101449,11,47,0,58
11,41,0,0,zscore,0.88,0.07982842927825179,0.1896551724137931,1.0,0.3188405797101449,11,47,0,58
11,31,0,0,zscore,0.88,0.07023365273604656,0.1896551724137931,1.0,0.3188405797101449,11,47,0,58
7,41,0,0,zscore,0.88,0.04727513297693036,0.1896551724137931,1.0,0.3188405797101449,11,47,0,58
11,21,0,0,zscore,0.88,0.06057178042705083,0.1896551724137931,1.0,0.3188405797101449,11,47,0,58
7,21,0,0,zscore,0.88,0.03854704320856664,0.1896551724137931,1.0,0.3188405797101449,11,47,0,58
13,51,1,5,zscore,0.93,1.5317443748008635,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
13,31,0,0,amplify,0.93,1.5286692186158866,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
7,51,0,5,zscore,0.93,0.7418426665339384,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
9,31,0,5,zscore,0.93,0.5336936550363193,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
11,41,1,0,zscore,0.93,1.4115020545283985,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
7,51,1,5,zscore,0.93,1.44719349995775,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
9,41,1,5,amplify,0.93,1.4156051140925028,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
7,41,1,5,amplify,0.93,1.3910585697473938,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
11,51,1,0,zscore,0.93,1.471237401825132,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
13,41,1,0,zscore,0.93,1.644992019093185,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
7,51,1,5,none,0.93,1.44021908734341,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
9,41,1,0,zscore,0.93,1.5054964995614382,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
11,51,0,3,none,0.93,1.418259832377451,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
7,51,1,0,zscore,0.93,1.3061697482822914,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
11,41,1,0,none,0.93,1.517065557384197,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
11,51,1,5,zscore,0.93,1.42387998946527,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
11,31,0,5,zscore,0.93,0.4609732646290773,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
7,41,1,0,none,0.93,1.49690651296426,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
7,41,1,0,zscore,0.93,1.4316250096159704,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
9,51,1,5,none,0.93,1.4337560856585,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
13,41,1,0,none,0.93,1.476891356343464,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
9,51,1,5,zscore,0.93,1.5878606060442897,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
7,41,0,5,zscore,0.93,0.6607854228523469,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
13,27,0,0,amplify,0.93,1.5053786299316798,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
13,27,0,5,zscore,0.93,0.39198851793558853,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
13,21,0,3,zscore,0.93,0.5210421312415522,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
9,51,1,0,zscore,0.93,1.5422348064909033,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
9,51,0,5,zscore,0.93,0.5568378631791429,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
13,41,0,3,none,0.93,1.507028331279872,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
11,27,0,0,amplify,0.93,1.4776950930422197,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
11,27,0,5,zscore,0.93,0.4914515630470136,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
13,31,0,0,none,0.93,1.7037890262171551,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
13,51,1,5,amplify,0.93,1.498700229995268,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
9,31,0,0,amplify,0.93,1.6361598879532357,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
13,51,0,3,none,0.93,1.5135785523567766,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
11,31,0,0,amplify,0.93,1.5664424498004443,0.20588235294117646,0.6363636363636364,0.3111111111111111,7,27,4,34
7,51,1,0,none,0.97,2.4712791793427793,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
7,27,1,0,none,0.97,2.641461450519291,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
11,41,1,5,zscore,0.97,2.3576726266241126,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
13,41,1,5,zscore,0.97,2.4312358214251875,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
13,41,1,5,none,0.97,2.4807214745297874,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
13,51,1,5,none,0.97,2.5633322292962473,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
13,27,1,5,amplify,0.97,1.785633083170824,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
13,27,1,5,zscore,0.97,2.075557840867975,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
7,27,0,5,none,0.97,2.071936221713301,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
13,41,1,5,amplify,0.97,2.1846992901706144,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
7,27,0,5,zscore,0.97,1.0825373889363608,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
9,41,0,5,amplify,0.97,2.4330927542784315,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
9,41,0,5,none,0.97,2.361567501565136,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
9,31,0,5,amplify,0.97,2.174093084864245,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
11,41,1,3,none,0.97,2.508757357989952,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
11,41,1,3,amplify,0.97,2.4366163379129264,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
7,51,0,0,amplify,0.97,2.513965142132262,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
9,41,1,0,amplify,0.97,3.3541431615884805,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
13,51,0,5,none,0.97,3.0285551179298578,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
9,31,1,0,zscore,0.97,2.1885445088902338,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
9,31,1,0,none,0.97,2.4862664664012004,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
7,27,1,5,none,0.97,1.7973750114165477,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
7,51,0,0,none,0.97,2.391947993582901,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
9,41,1,3,amplify,0.97,2.3528569134653963,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
11,21,1,0,zscore,0.97,2.3023647788633093,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
7,27,0,5,amplify,0.97,2.1662886574690647,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
11,41,1,5,none,0.97,2.4989802342970235,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
7,27,1,0,zscore,0.97,2.594777802548785,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
11,41,1,3,zscore,0.97,2.61576574827771,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
7,51,0,5,none,0.97,2.7695763908773454,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
11,41,1,5,amplify,0.97,2.1337585713524647,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
11,51,0,5,amplify,0.97,2.3308863099384265,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
11,51,0,5,none,0.97,2.919355661679431,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
9,31,1,5,none,0.97,2.0877320797566337,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
9,31,1,5,zscore,0.97,2.204015318291105,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
9,31,1,0,amplify,0.97,3.1102022758149435,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
7,51,1,0,amplify,0.97,2.687755969451482,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
7,51,0,5,amplify,0.97,2.420437452238735,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
7,51,1,0,zscore,0.97,2.3965848567420145,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
13,51,0,5,amplify,0.97,2.4795726274494245,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
9,31,1,5,amplify,0.97,1.9594251219024863,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
11,41,1,0,amplify,0.97,3.4660797617757333,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
11,41,1,0,none,0.97,3.0488364472088154,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
13,41,0,5,none,0.97,2.5366651350900487,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
13,51,1,5,zscore,0.97,2.5941621630857954,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
11,31,1,5,zscore,0.97,2.1862407267133497,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
11,31,1,5,none,0.97,2.1358552722610584,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
7,41,1,5,zscore,0.97,2.24840516057773,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
9,41,1,5,amplify,0.97,2.0591341497799447,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
7,31,0,0,none,0.97,2.18081658508432,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
11,51,1,0,zscore,0.97,2.4464661285165743,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
11,51,1,0,none,0.97,3.020753675954124,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
9,31,0,5,none,0.97,2.0354169805924593,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
9,41,1,5,none,0.97,2.371058014296027,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
9,41,1,3,zscore,0.97,2.6365401133416966,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
7,27,1,3,amplify,0.97,1.9140128813515513,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
7,41,1,5,amplify,0.97,2.0031972617177307,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
11,41,1,0,zscore,0.97,2.636126895826717,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
11,41,0,5,amplify,0.97,2.3915067172146123,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
11,41,0,5,none,0.97,2.5046973025855293,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
7,27,1,5,zscore,0.97,2.071573632345341,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
13,41,1,0,none,0.97,3.720743451699721,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
11,51,1,3,none,0.97,2.5703304151227604,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
11,51,1,0,amplify,0.97,3.5804644797345513,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
13,41,1,0,zscore,0.97,2.6133410758956743,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
9,41,1,3,none,0.97,2.590594784785028,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
7,51,1,5,amplify,0.97,2.133170736906541,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
9,27,1,5,amplify,0.97,1.8591091678169418,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
11,51,1,5,zscore,0.97,2.418642692922724,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
7,41,1,3,zscore,0.97,2.5587274258453023,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
11,51,1,5,none,0.97,2.702493231388922,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
11,51,1,5,amplify,0.97,2.1305288301217367,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
7,51,1,5,zscore,0.97,2.2127577327326313,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
11,31,1,5,amplify,0.97,1.9604744189294592,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
7,27,1,5,amplify,0.97,1.8464449196406647,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
7,41,1,5,none,0.97,2.2517439531028156,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
9,51,0,0,none,0.97,2.4258833033038805,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
11,31,0,5,none,0.97,2.115181822585227,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
11,31,0,0,amplify,0.97,2.127689440461962,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
7,31,0,0,amplify,0.97,2.1867983317684914,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
11,31,1,0,none,0.97,2.9802963446484743,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
13,51,0,0,amplify,0.97,2.610608400474697,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
7,41,1,0,amplify,0.97,2.7836588660066837,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
9,51,0,5,none,0.97,2.6640868796922788,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
9,31,0,0,none,0.97,2.145388462164945,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
13,31,0,5,amplify,0.97,2.2830399767117036,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
13,31,1,0,zscore,0.97,2.7142223193812023,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
13,21,0,5,amplify,0.97,1.9278147862001493,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
13,51,1,0,zscore,0.97,2.8862507527294636,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
13,51,1,0,amplify,0.97,3.648515314521879,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
9,27,1,5,zscore,0.97,2.1217862320860843,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
9,27,1,5,none,0.97,1.9258346849976429,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
13,41,1,0,amplify,0.97,3.637736096645362,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
13,31,1,5,zscore,0.97,2.173154277719293,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
7,31,0,5,none,0.97,2.157319814702122,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
11,27,1,5,zscore,0.97,2.165220924405043,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
7,51,1,5,none,0.97,2.405640033301655,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
13,21,0,5,none,0.97,1.770177196738178,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
7,41,1,3,none,0.97,2.4136183892121235,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
7,41,1,3,amplify,0.97,2.245086728898158,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
11,31,1,3,zscore,0.97,2.263262985263524,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
11,31,1,0,amplify,0.97,3.2649073484222306,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
13,31,1,5,none,0.97,2.154164135626824,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
11,31,1,0,zscore,0.97,2.576933504949945,0.26666666666666666,0.36363636363636365,0.30769230769230765,4,11,7,15
